
#Team = 49ers Players:53
#team,firstName,lastName,position,jerseyNum,ovr,speed,acceleration,strength,agility,awareness,catching,carrying,throwPower,throwAccuracy,throwAccuracyShort,throwAccuracyMid,throwAccuracyDeep,kickPower,kickAccuracy,runBlock,passBlock,tackle,jumping,kickReturn,injury,stamina,toughness,trucking,elusiveness,bCVision,stiffArm,spinMove,jukeMove,impactBlocking,powerMoves,finesseMoves,blockShedding,pursuit,playRecognition,manCoverage,zoneCoverage,spectacularCatch,catchInTraffic,routeRunning,hitPower,press,release,playAction,throwOnTheRun,height,weight,yearsPro,totalSalary,signingBonus,plyrBirthdate,plyrHandedness,college
Bears,Kyle,Fuller,CB,23,82,92,92,62,90,86,78,66,36,6,6,6,6,19,19,35,35,60,91,50,89,94,87,36,55,65,40,65,66,52,54,68,45,63,86,76,79,64,65,12,80,79,40,6,6,72,190,4,38000000,18000000,2/16/1992,Right,Virginia Tech
Bears,Bryce,Callahan,CB,37,80,94,93,67,87,80,66,61,36,6,6,6,6,24,21,35,35,52,96,65,88,87,81,27,72,65,33,73,78,45,34,33,52,74,80,81,72,64,45,21,45,69,40,6,6,70,191,3,1907000,0,10/23/1991,Right,Rice
Bears,Prince,Amukamara,CB,20,79,90,91,69,93,78,70,66,30,6,6,6,6,22,15,35,35,67,91,55,90,96,70,35,75,74,30,80,84,54,46,66,53,79,78,77,75,75,65,11,65,78,35,6,6,72,202,7,24000000,3000000,6/6/1989,Right,Nebraska
Bears,Marcus,Cooper Sr,CB,31,73,89,88,68,83,72,74,55,20,10,10,10,10,22,17,35,35,61,91,59,93,88,75,34,52,60,22,60,65,52,44,58,51,67,72,73,74,60,44,10,74,78,20,10,10,74,192,5,1087500,400000,2/1/1990,Right,Rutgers
Bears,Kevin,Toliver II,CB,22,70,89,93,62,88,56,61,65,35,10,15,10,6,20,14,32,30,60,87,44,81,89,79,34,59,68,41,62,74,53,23,31,54,74,56,76,72,72,54,21,56,79,24,6,10,74,192,0,1710000,0,11/24/1995,Right,LSU
Bears,Sherrick,McManis,CB,27,69,86,88,60,85,69,55,65,21,6,6,6,6,22,19,35,35,59,93,74,76,94,75,25,65,62,26,55,75,46,45,35,48,68,69,67,75,60,55,10,67,65,30,6,6,73,192,8,2600000,800000,12/19/1987,Right,Northwestern
Bears,Adrian,Amos Jr,SS,38,90,93,92,73,84,87,61,65,30,11,15,10,10,25,25,35,35,75,86,35,92,88,66,40,54,56,44,55,62,63,42,47,66,88,87,82,88,60,52,13,85,77,15,15,15,72,214,3,2200000,400000,4/29/1993,Right,Penn State
Bears,Deon,Bush,SS,26,65,87,91,71,82,62,64,62,27,11,15,10,10,21,18,14,25,67,93,42,89,88,83,53,60,62,42,59,62,59,31,27,46,69,62,60,62,60,32,13,85,62,23,15,15,72,200,2,2820000,520000,8/14/1993,Right,Miami
Bears,Eddie,Jackson,FS,39,80,88,90,63,86,81,78,73,21,6,6,6,6,20,19,38,35,67,84,83,80,89,64,48,72,80,47,65,76,53,32,41,56,72,81,77,78,71,73,43,82,78,49,6,6,72,201,1,3024000,660000,12/10/1993,Right,Alabama
Bears,DeAndre,Houston-Carson,FS,36,68,88,91,64,91,56,69,61,26,6,6,6,6,20,19,14,4,77,84,31,89,90,86,48,58,53,39,60,67,55,45,49,58,64,56,60,71,61,44,14,74,62,22,6,6,73,203,2,630000,0,4/13/1993,Right,William Mary
Bears,Cody,Parkey,K,1,76,63,70,35,65,55,42,45,39,26,33,25,20,94,81,15,10,19,64,10,92,85,75,15,26,24,10,15,25,15,10,10,15,20,15,15,20,15,10,10,10,10,12,20,20,72,190,4,9250000,2250000,2/19/1992,Right,Auburn
Bears,Pat,O'Donnell,P,16,76,82,85,59,75,60,34,44,49,31,36,32,27,91,81,20,10,24,78,10,85,87,65,15,29,35,25,40,55,20,10,10,24,60,25,13,22,20,15,10,55,10,15,20,24,76,217,4,1000000,500000,2/22/1991,Right,Miami
#Team = Bengals Players:53
#team,firstName,lastName,position,jerseyNum,ovr,speed,acceleration,strength,agility,awareness,catching,carrying,throwPower,throwAccuracy,throwAccuracyShort,throwAccuracyMid,throwAccuracyDeep,kickPower,kickAccuracy,runBlock,passBlock,tackle,jumping,kickReturn,injury,stamina,toughness,trucking,elusiveness,bCVision,stiffArm,spinMove,jukeMove,impactBlocking,powerMoves,finesseMoves,blockShedding,pursuit,playRecognition,manCoverage,zoneCoverage,spectacularCatch,catchInTraffic,routeRunning,hitPower,press,release,playAction,throwOnTheRun,height,weight,yearsPro,totalSalary,signingBonus,plyrBirthdate,plyrHandedness,college
Bengals,Andy,Dalton,QB,14,77,76,82,54,74,81,62,62,90,81,86,82,77,12,19,14,13,15,66,10,96,91,94,23,48,63,28,55,58,14,10,10,12,23,10,12,12,58,52,20,12,10,25,85,83,74,220,7,98000000,12000000,10/29/1987,Right,TCU
Bengals,Matt,Barkley,QB,7,69,73,78,63,64,72,37,71,85,80,85,79,76,25,25,15,19,25,72,10,87,95,87,32,37,63,44,60,61,30,10,10,28,35,15,15,20,28,23,17,12,10,12,79,83,74,227,5,2475000,500000,9/8/1990,Right,USC
Bengals,Jeff,Driskel,QB,6,68,85,86,68,82,62,36,68,91,70,77,69,64,21,20,16,17,24,74,11,89,91,85,62,72,82,54,49,72,19,9,9,21,28,21,12,18,20,20,16,11,9,19,75,77,76,231,2,2452000,110000,4/23/1993,Right,LA. Tech
Bengals,Giovani,Bernard,HB,25,84,91,94,63,95,77,71,87,30,28,35,30,20,23,15,44,65,35,83,83,84,94,69,52,83,79,64,90,91,37,20,30,32,40,15,19,29,64,77,68,20,20,74,15,15,69,205,5,10100000,4000000,11/22/1991,Right,North Carolina
Bengals,Joe,Mixon,HB,28,81,91,93,75,91,78,73,84,38,32,36,32,28,24,16,41,47,37,84,80,93,94,84,76,79,84,84,82,87,43,11,14,34,38,15,10,20,74,71,57,38,12,51,28,36,73,218,1,5465000,2110000,7/24/1996,Right,Oklahoma
Bengals,Mark,Walton Jr,HB,32,72,87,90,65,86,62,70,82,26,20,25,20,15,18,12,30,57,31,77,76,87,89,77,66,79,77,79,81,88,32,10,10,24,37,17,15,20,64,68,62,24,15,57,15,15,70,205,0,3100364,680000,3/29/1997,Right,Miami
Bengals,Cethan,Carter,FB,82,68,83,88,75,74,52,72,73,30,10,15,10,5,21,19,71,64,35,79,18,85,83,73,76,52,68,67,52,62,71,17,17,38,43,22,14,21,70,67,54,39,17,60,5,10,75,241,1,1665000,0,9/5/1993,Right,Nebraska
Bengals,A.J.,Green,WR,18,93,90,89,72,94,98,93,76,40,16,20,15,15,19,15,59,28,35,97,67,91,96,86,67,84,93,72,85,88,45,10,10,40,40,25,23,30,98,95,91,15,15,93,6,15,76,210,7,60000000,15000000,7/31/1988,Right,Georgia
Bengals,John,Ross,WR,15,77,97,95,51,93,68,82,67,35,10,15,10,6,20,23,52,47,26,88,84,87,92,77,27,85,87,34,86,93,46,10,10,27,38,25,20,28,77,76,78,18,18,71,6,10,71,188,1,17196000,10640000,11/27/1994,Right,Washington
Bengals,Tyler,Boyd,WR,83,74,88,92,63,86,77,86,75,32,22,27,24,17,23,22,54,48,24,88,72,87,89,76,34,66,81,35,73,77,49,11,11,39,37,21,16,24,83,81,76,15,16,73,15,25,74,197,2,4250000,1290000,11/15/1993,Right,Pittsburgh
Bengals,Josh,Malone,WR,80,70,92,91,61,85,68,83,74,28,18,24,18,14,18,16,48,48,28,80,70,89,86,79,32,64,79,53,71,75,51,10,10,30,36,18,15,26,83,78,72,30,10,68,15,24,75,208,1,2957000,600000,3/21/1996,Right,Tennessee
Bengals,Cody,Core,WR,16,69,90,92,63,88,64,80,65,29,10,15,10,6,11,11,50,47,21,87,59,88,89,75,45,63,75,48,73,78,43,10,10,26,38,25,20,25,83,78,67,12,10,76,6,10,75,210,2,2460000,120000,4/7/1994,Right,Ole Miss
Bengals,Auden,Tate,WR,19,68,85,87,69,81,57,80,75,30,15,20,15,10,17,12,49,25,31,80,50,91,87,88,65,62,77,75,65,73,45,10,10,30,32,15,12,20,87,83,70,25,18,80,10,15,77,225,0,2484072,60000,2/3/1997,Right,Florida State
Bengals,Tyler,Eifert,TE,85,89,84,87,71,85,86,88,78,40,10,15,10,6,22,21,72,67,35,91,10,78,95,83,75,57,85,68,65,70,65,20,30,50,39,22,11,27,89,88,80,25,25,74,6,10,78,255,5,3000000,1120000,9/8/1990,Right,Notre Dame
Bengals,Tyler,Kroft,TE,81,79,81,87,69,80,78,83,76,40,10,15,10,6,22,21,55,56,35,84,10,85,84,62,63,65,75,72,69,74,64,20,30,42,35,22,10,25,77,81,70,25,25,82,6,10,78,250,3,2400000,600000,10/15/1992,Right,Rutgers
Bengals,C.J.,Uzomah,TE,87,74,85,90,71,79,65,77,73,49,38,45,35,34,22,15,74,65,54,81,10,88,84,82,69,62,64,66,65,70,72,10,10,49,47,16,15,15,72,76,57,12,10,66,35,40,78,265,3,2000000,360000,1/14/1993,Right,Auburn
Bengals,Cordy,Glenn,LT,77,78,68,80,93,68,82,33,40,16,6,6,6,6,14,29,73,80,24,63,10,89,83,83,25,10,10,35,10,10,86,15,10,20,28,22,16,12,15,15,8,23,10,15,6,6,78,345,6,52000000,24000000,9/18/1989,Right,Georgia
Bengals,Jake,Fisher,LT,74,70,72,80,85,68,82,54,54,22,6,6,6,6,19,19,72,73,24,82,10,83,87,77,24,15,35,29,25,15,80,15,10,26,21,20,11,15,45,52,32,25,10,45,6,6,78,305,3,4259500,1350000,8/16/1993,Right,Oregon
Bengals,Cedric,Ogbuehi,RT,70,66,73,75,82,70,65,25,25,30,6,6,6,6,25,25,72,71,25,74,10,74,88,73,15,10,10,10,10,10,81,10,10,15,30,20,15,20,12,10,6,12,10,12,6,6,77,310,3,8000000,4400000,4/25/1992,Right,Texas AM
Bengals,Bobby,Hart,RT,68,66,52,71,84,52,81,42,45,35,6,6,6,6,25,21,72,68,40,77,15,93,75,80,25,11,10,10,10,10,73,10,10,40,39,10,12,12,15,15,8,20,10,15,6,6,77,334,3,630000,0,8/21/1994,Right,Florida State
Bengals,Clint,Boling,LG,65,77,60,78,87,53,82,22,40,29,6,6,6,6,9,14,77,79,33,25,10,97,81,93,25,10,10,10,10,10,87,10,10,27,48,31,9,11,15,15,8,20,10,15,6,6,77,305,7,28000000,2500000,5/8/1989,Right,Georgia
Bengals,Christian,Westerman,LG,63,66,68,80,88,75,60,28,29,24,6,6,6,6,20,20,71,71,31,61,9,89,87,84,33,20,23,30,18,17,73,12,13,29,27,19,12,14,14,14,7,36,8,15,6,6,75,300,2,2570000,230000,2/23/1993,Right,Arizona St.
Bengals,Trey,Hopkins,RG,66,70,64,79,87,48,77,45,40,30,6,6,6,6,25,25,72,75,35,72,10,91,75,74,15,10,10,15,10,10,70,10,10,15,23,10,12,12,12,10,6,12,10,12,6,6,75,310,4,555000,0,7/6/1992,Right,Texas
Bengals,Alex,Redmond,RG,62,66,64,77,86,70,58,40,45,30,6,6,6,6,25,25,72,71,30,69,10,78,77,80,20,12,10,30,10,10,74,10,10,20,30,50,12,15,15,15,8,20,10,15,6,6,77,310,2,1020000,0,1/18/1995,Right,UCLA
Bengals,Billy,Price,C,53,75,66,72,88,65,64,21,26,23,6,6,6,6,17,13,81,79,33,67,10,89,87,95,25,10,15,10,10,10,85,10,10,10,15,10,12,12,12,15,6,20,10,12,6,6,76,305,0,11712724,6590000,10/11/1994,Right,Ohio State
Bengals,Carlos,Dunlap,LE,96,85,82,86,79,82,90,43,41,9,6,6,6,6,8,10,45,45,82,84,10,86,89,65,35,27,10,10,10,10,84,62,84,81,85,90,52,65,28,26,9,72,20,20,6,6,78,280,8,44000000,8000000,2/28/1989,Right,Florida
Bengals,Sam,Hubbard,LE,94,71,78,83,74,81,58,41,33,20,6,6,6,6,10,10,45,45,83,84,10,92,81,91,31,23,27,33,27,33,82,70,77,75,77,58,36,43,21,23,10,75,18,10,6,6,77,270,0,3789468,920000,6/29/1995,Right,Ohio State
Bengals,Carl,Lawson,RE,58,82,83,89,88,79,75,31,27,12,6,6,6,6,14,12,45,45,81,80,10,81,88,74,36,40,37,27,26,35,81,77,86,67,78,75,43,49,24,17,9,76,30,25,6,6,74,261,1,3010000,650000,6/29/1995,Right,Auburn
Bengals,Michael,Johnson,RE,90,79,81,88,75,80,80,37,40,20,6,6,6,6,25,15,45,45,80,87,10,88,84,70,50,20,10,45,55,50,82,63,80,77,81,80,38,54,25,15,9,70,30,15,6,6,79,272,9,1015000,0,2/7/1987,Right,Georgia Tech
Bengals,Jordan,Willis,RE,75,78,87,89,85,81,68,42,34,25,6,6,6,6,21,22,45,45,82,92,10,93,87,91,36,39,47,44,32,46,86,77,65,79,83,68,37,46,30,34,11,81,36,25,6,6,76,255,1,3720000,900000,5/2/1995,Right,Kansas State
Bengals,Geno,Atkins,DT,97,91,78,84,90,71,97,25,40,25,6,6,6,6,20,20,45,45,83,75,10,85,90,80,30,12,15,40,10,10,89,93,72,87,87,97,15,25,15,15,8,68,15,15,6,6,73,300,8,51570000,23000000,3/28/1988,Right,Georgia
Bengals,Ryan,Glasgow,DT,98,72,68,77,88,57,69,30,25,23,6,6,6,6,20,17,45,45,79,69,10,87,76,81,37,20,25,28,17,24,86,75,65,75,75,69,20,29,18,24,9,83,16,15,6,6,75,302,1,2776000,420000,9/30/1993,Right,Michigan
Bengals,Andrew,Billings,DT,99,72,74,81,91,68,69,26,28,24,6,6,6,6,23,19,45,44,77,72,9,87,79,78,43,22,28,32,17,23,78,75,56,67,74,69,18,26,16,14,7,81,13,15,6,6,73,325,2,2830000,530000,3/6/1995,Right,Baylor
Bengals,Josh,Tupou,DT,91,66,61,73,87,56,61,27,20,14,6,6,6,6,17,11,45,45,80,61,10,84,80,92,36,15,24,30,14,13,85,76,52,68,75,61,24,29,15,17,8,74,14,15,6,6,75,350,1,555000,0,5/2/1994,Right,Colorado
Bengals,Vincent,Rey,LOLB,57,73,83,87,72,78,78,60,62,22,6,6,6,6,22,25,45,45,88,75,10,93,90,79,40,30,22,10,10,10,88,55,61,68,78,78,51,62,15,15,8,74,45,12,6,6,72,250,8,6750000,4000000,9/6/1987,Right,Duke
Bengals,Nick,Vigil,LOLB,59,71,83,86,71,78,72,56,40,23,5,5,5,5,23,26,45,45,82,83,12,90,86,91,29,31,36,41,24,33,77,50,56,71,79,72,50,62,29,26,8,79,57,20,5,5,74,239,2,3240000,180000,8/20/1993,Right,Utah State
Bengals,Vontaze,Burfict,ROLB,55,87,79,84,79,75,84,64,60,22,6,6,6,6,12,10,45,45,91,80,10,96,93,96,50,39,48,55,47,51,89,67,55,85,89,84,67,78,41,39,7,94,45,20,6,6,73,255,6,28033529,3300000,9/24/1990,Right,Arizona St.
Bengals,Jordan,Evans,ROLB,50,69,88,90,75,84,70,61,56,22,6,6,6,6,16,20,45,45,78,91,10,91,87,83,34,53,66,42,46,65,76,62,52,67,77,70,50,55,54,59,10,74,44,13,6,6,74,233,1,2556506,150000,1/27/1995,Right,Oklahoma
Bengals,Preston,Brown,MLB,52,77,78,87,81,86,83,63,65,25,6,6,6,6,18,20,45,45,87,84,10,97,93,85,55,25,39,52,35,45,80,60,49,72,80,83,60,70,45,40,8,87,50,15,6,6,73,251,4,2100000,1900000,10/27/1992,Right,Louisville
Bengals,Hardy,Nickerson,MLB,56,65,80,88,71,81,57,63,59,25,6,6,6,6,20,20,45,45,86,80,15,90,89,84,36,29,35,41,36,44,80,61,52,70,78,57,52,59,52,56,10,83,43,15,6,6,72,232,1,645000,0,1/5/1994,Right,Illinois
Bengals,William,Jackson,CB,22,85,93,93,59,88,85,72,68,31,6,6,6,6,18,17,16,10,54,92,56,88,91,76,26,82,73,29,69,81,50,26,27,54,72,85,86,85,66,50,17,74,76,27,6,6,72,187,2,9700000,5250000,10/26/1993,Right,Houston
Bengals,Dre,Kirkpatrick,CB,27,80,87,91,64,85,85,68,58,14,6,6,6,6,14,12,35,35,57,87,35,85,95,76,50,65,69,47,72,70,54,61,48,50,67,85,78,76,62,48,14,73,87,20,6,6,74,185,6,40000000,7000000,10/26/1989,Right,Alabama
Bengals,Darqueze,Dennard,CB,21,79,91,90,62,84,79,72,63,25,6,6,6,6,15,16,35,35,72,88,40,87,95,85,15,65,67,35,66,67,51,52,66,60,84,79,76,73,63,56,13,65,84,28,6,6,71,198,4,9514000,1030000,10/10/1991,Right,Michigan St.
Bengals,Davontae,Harris,CB,35,68,91,91,64,85,56,63,61,28,6,6,6,6,18,14,35,35,56,79,40,83,90,82,24,65,58,30,73,75,48,28,50,45,72,56,72,76,63,49,15,46,71,12,6,6,71,205,0,2703581,280000,1/21/1995,Right,Illinois St.
Bengals,Tony,McRae,CB,29,67,87,89,65,88,57,64,62,24,6,6,6,6,25,25,25,25,62,87,68,89,86,78,37,73,57,45,70,75,48,38,46,60,71,57,73,68,60,53,18,57,72,16,6,6,70,185,2,555000,0,5/3/1993,Right,North Carolina
Bengals,Darius,Phillips,CB,23,67,92,90,46,91,54,73,51,25,6,6,6,6,17,13,40,35,51,79,90,87,92,86,19,84,82,49,70,83,48,29,35,43,70,54,74,72,69,48,38,44,70,30,6,6,70,179,0,2656247,240000,6/26/1996,Right,W. Michigan
Bengals,Shawn,Williams,SS,36,81,89,92,77,83,76,61,65,35,6,6,6,6,26,19,35,35,81,89,45,91,88,90,59,55,61,57,65,69,67,55,59,57,79,76,68,76,60,54,11,85,72,25,6,6,72,210,5,14000000,4250000,5/13/1991,Right,Georgia
Bengals,Trayvon,Henderson,SS,41,66,86,89,56,85,59,69,58,21,6,6,6,6,17,11,35,35,67,93,25,85,89,83,40,53,64,26,64,72,58,41,48,56,67,59,65,71,74,60,35,80,66,30,6,6,72,209,0,1710000,0,8/15/1995,Right,Hawaii
Bengals,Brandon,Wilson,SS,40,64,92,92,75,84,56,62,78,30,24,29,24,21,19,21,22,32,56,94,81,89,86,76,42,75,76,71,67,81,42,26,34,45,66,51,68,66,72,58,52,59,66,49,15,17,71,200,1,555000,0,7/27/1994,Right,Houston
Bengals,Jessie,Bates III,FS,30,74,89,90,57,88,62,74,69,25,10,10,10,10,18,12,35,35,73,85,78,90,91,79,41,67,73,36,69,78,57,25,37,43,85,62,81,75,67,63,15,69,60,13,10,10,74,200,0,4947873,1670000,2/26/1997,Right,Wake Forest
Bengals,Clayton,Fejedelem,FS,42,67,87,89,73,81,66,62,57,12,5,5,5,5,12,10,35,35,69,90,50,92,90,90,47,62,54,51,60,62,60,36,40,41,63,66,62,65,63,36,17,81,71,20,5,5,72,205,2,2400000,60000,6/2/1993,Right,Illinois
Bengals,Randy,Bullock,K,4,75,68,74,61,63,53,35,50,45,26,33,25,20,94,83,15,10,25,70,10,87,85,50,15,25,20,15,15,15,15,10,10,35,33,15,15,20,12,10,10,32,10,12,20,20,69,206,6,2240000,0,12/16/1989,Right,Texas AM
Bengals,Kevin,Huber,P,10,73,69,67,55,64,57,31,35,42,28,30,30,25,88,75,22,19,22,39,10,95,90,50,10,19,10,10,10,10,20,15,15,14,20,19,12,31,12,10,10,12,10,12,20,20,73,211,9,6250000,1050000,7/16/1985,Left,Cincinnati
#Team = Bills Players:53
#team,firstName,lastName,position,jerseyNum,ovr,speed,acceleration,strength,agility,awareness,catching,carrying,throwPower,throwAccuracy,throwAccuracyShort,throwAccuracyMid,throwAccuracyDeep,kickPower,kickAccuracy,runBlock,passBlock,tackle,jumping,kickReturn,injury,stamina,toughness,trucking,elusiveness,bCVision,stiffArm,spinMove,jukeMove,impactBlocking,powerMoves,finesseMoves,blockShedding,pursuit,playRecognition,manCoverage,zoneCoverage,spectacularCatch,catchInTraffic,routeRunning,hitPower,press,release,playAction,throwOnTheRun,height,weight,yearsPro,totalSalary,signingBonus,plyrBirthdate,plyrHandedness,college
Bills,Josh,Allen,QB,17,74,82,86,72,84,62,33,64,99,76,77,78,75,22,14,17,14,32,81,13,87,93,88,58,63,81,53,54,77,26,9,9,23,33,15,12,18,17,20,16,11,9,18,81,84,77,233,0,21183516,13480000,5/21/1996,Right,Wyoming
Bills,Nathan,Peterman,QB,2,68,78,86,68,82,68,39,57,91,77,82,76,73,20,10,22,14,23,76,10,90,94,86,38,53,69,42,53,66,17,10,10,23,37,22,17,19,27,24,13,18,10,22,80,77,74,226,1,2595000,240000,5/4/1994,Right,Pittsburgh
Bills,LeSean,McCoy,HB,25,90,90,92,66,96,88,73,86,30,28,35,30,20,11,21,39,63,28,89,25,81,92,84,54,87,90,65,90,92,35,10,10,25,39,12,13,12,72,76,74,20,20,75,15,15,71,208,9,45000000,13100000,7/12/1988,Right,Pittsburgh
Bills,Chris,Ivory,HB,33,80,88,89,84,86,84,64,83,36,10,10,10,10,25,25,40,57,35,72,62,83,82,69,91,68,85,92,84,81,20,10,10,25,55,15,13,25,58,56,51,20,20,54,10,10,72,223,8,2600000,2400000,3/22/1988,Right,Tiffin
Bills,Marcus,Murphy,HB,45,73,88,89,66,85,65,60,81,25,24,29,25,20,20,14,30,31,19,79,89,77,83,60,37,85,76,46,80,86,25,5,5,9,25,15,10,15,75,65,58,15,15,58,10,15,69,195,3,1350000,0,10/3/1991,Right,Missouri
Bills,Taiwan,Jones,HB,26,73,92,88,55,92,65,65,75,30,28,35,30,20,22,22,25,26,38,84,82,88,85,75,55,82,78,66,81,86,25,15,24,45,62,58,73,68,62,66,54,39,59,65,15,15,72,195,7,790000,90000,7/26/1988,Right,Eastern Wash.
Bills,Patrick,DiMarco,FB,42,67,75,84,74,73,81,62,74,30,15,20,15,10,19,22,60,68,45,73,50,92,86,88,73,64,68,70,73,72,60,30,35,35,50,20,15,20,49,55,44,35,20,50,10,10,73,234,7,6200000,2000000,4/30/1989,Right,South Carolina
Bills,Kelvin,Benjamin,WR,13,84,85,87,74,87,88,89,77,35,22,24,22,20,20,20,56,49,41,87,35,87,87,75,74,65,83,82,74,85,60,10,10,45,35,25,20,25,93,92,79,12,15,90,22,19,77,245,4,9459000,970000,2/5/1991,Right,Florida State
Bills,Jeremy,Kerley,WR,10,77,86,91,46,92,79,86,68,62,46,49,47,44,22,24,57,26,25,85,83,90,88,75,36,90,86,32,83,89,45,10,10,45,24,27,19,22,85,82,78,15,15,64,25,67,69,188,7,790000,0,11/8/1988,Right,TCU
Bills,Zay,Jones,WR,11,75,90,91,76,86,75,86,75,38,29,34,29,25,22,17,39,38,34,87,81,94,92,90,69,70,81,79,62,75,49,18,22,27,23,17,15,24,90,86,70,37,20,71,19,34,74,200,1,6802000,3080000,3/30/1995,Right,East Carolina
Bills,Andre,Holmes,WR,18,75,87,88,67,84,79,83,75,35,25,30,25,20,17,12,37,34,27,87,25,82,84,80,56,75,74,48,71,76,49,15,10,57,60,19,11,16,88,83,76,12,10,81,10,20,76,210,7,3050000,1650000,6/16/1988,Right,Hillsdale
Bills,Ray-Ray,McCloud III,WR,14,69,89,91,51,87,53,84,66,22,10,15,10,6,19,13,45,32,48,83,81,91,88,84,61,81,83,60,67,87,43,13,19,45,61,50,56,60,77,81,72,31,52,62,6,10,70,190,0,2574828,150000,10/15/1996,Right,Clemson
Bills,Robert,Foster,WR,16,64,92,90,55,86,60,78,71,29,10,15,10,6,16,14,45,38,28,81,45,88,89,81,43,75,78,54,74,81,47,11,11,26,30,21,16,24,79,75,67,15,16,62,6,10,74,196,0,1710000,0,5/7/1994,Right,Alabama
Bills,Charles,Clay,TE,85,84,82,89,74,81,86,84,80,35,6,6,6,6,26,26,59,57,40,70,20,97,91,84,79,68,82,74,74,80,65,25,25,45,55,15,15,20,83,86,78,30,10,64,6,6,75,255,7,23000000,8000000,2/13/1989,Right,Tulsa
Bills,Jason,Croom,TE,80,71,83,86,72,78,60,77,66,25,10,15,10,6,15,19,62,57,37,82,8,82,85,83,68,71,64,63,66,73,66,10,10,41,37,17,13,22,82,75,60,35,10,68,6,10,76,246,1,1050000,0,2/28/1994,Right,Tennessee
Bills,Khari,Lee,TE,88,71,76,86,70,80,61,74,71,25,10,15,10,6,15,19,73,63,44,88,8,86,87,85,65,57,66,62,49,62,56,10,10,45,35,21,10,24,76,78,60,12,10,68,6,10,76,253,3,1320000,0,1/16/1992,Right,Bowie State
Bills,Logan,Thomas,TE,82,71,84,88,74,82,63,73,64,93,70,74,70,68,25,20,75,57,39,85,25,88,87,94,71,66,75,69,78,77,67,10,10,26,35,15,19,25,71,67,59,12,10,57,55,77,78,250,4,790000,0,7/1/1991,Right,Virginia Tech
Bills,Reid,Ferguson,TE,69,46,70,82,62,67,55,55,52,27,15,18,16,13,21,19,50,54,29,69,18,91,84,83,46,44,44,52,48,52,46,17,17,39,48,22,14,21,51,54,48,27,17,48,17,19,74,244,2,1020000,0,3/24/1994,Right,LSU
Bills,Dion,Dawkins,LT,73,77,69,80,90,64,77,28,26,23,6,6,6,6,24,22,83,78,31,64,10,89,92,86,33,18,17,27,11,22,81,10,10,27,24,13,12,15,12,10,6,40,10,12,6,6,77,320,1,4191000,1180000,4/26/1994,Right,Temple
Bills,Marshall,Newhouse,LT,71,68,69,80,86,57,73,19,40,29,6,6,6,6,21,32,73,71,22,48,10,91,75,82,29,18,10,10,10,10,76,10,10,22,35,18,10,9,12,10,6,12,10,12,6,6,76,328,8,1000000,500000,9/29/1988,Right,TCU
Bills,Jordan,Mills,RT,79,72,59,80,84,59,80,35,45,19,6,6,6,6,12,15,73,76,44,72,10,93,85,73,25,10,15,10,10,10,82,10,10,32,31,19,10,14,15,15,8,64,10,15,6,6,77,316,5,2950000,400000,12/24/1990,Right,LA. Tech
Bills,Conor,McDermott,RT,68,64,67,79,84,64,59,23,20,33,6,6,6,6,16,26,73,71,17,71,10,88,81,86,29,12,18,23,12,18,73,28,10,18,25,21,10,14,16,18,13,20,10,16,6,6,80,305,1,2480000,120000,10/19/1992,Right,UCLA
Bills,Vladimir,Ducasse,LG,62,74,62,79,92,60,75,12,25,25,6,6,6,6,22,21,74,78,32,55,10,89,76,92,10,20,10,14,10,10,77,10,10,39,25,10,12,12,12,10,6,32,10,12,6,6,77,325,8,3250000,250000,10/15/1987,Right,Massachusetts
Bills,Wyatt,Teller,LG,75,69,64,77,88,68,54,34,40,40,23,27,24,19,18,12,73,75,50,72,10,92,87,90,44,19,27,19,26,28,82,42,37,45,40,31,9,10,27,29,17,43,10,18,22,26,77,314,0,2673073,250000,11/21/1994,Right,Virginia Tech
Bills,John,Miller,RG,76,73,66,80,86,52,78,32,39,15,6,6,6,6,11,15,70,76,42,78,10,85,78,86,25,15,10,10,10,10,81,30,30,42,33,15,12,14,15,15,8,24,10,15,6,6,74,315,3,3000000,100000,8/12/1993,Right,Louisville
Bills,Russell,Bodine,C,66,72,66,83,90,53,78,30,32,15,6,6,6,6,21,22,73,75,29,78,10,93,83,85,19,15,10,10,10,10,83,10,10,18,23,14,20,19,15,15,8,15,10,15,6,6,75,308,4,4000000,1000000,6/30/1992,Right,North Carolina
Bills,Ryan,Groy,C,72,69,66,82,86,61,75,20,35,20,6,6,6,6,12,15,78,70,33,66,10,88,78,76,15,11,10,10,10,10,78,10,10,33,30,10,12,12,12,10,6,12,10,12,6,6,77,320,4,3000000,2000000,9/30/1990,Right,Wisconsin
Bills,Trent,Murphy,LE,93,81,77,88,83,77,78,47,60,18,6,6,6,6,14,32,45,45,79,86,10,90,83,88,38,18,45,40,40,35,81,85,74,78,82,78,56,67,30,32,8,83,33,20,6,6,78,259,4,17250000,5250000,12/22/1990,Right,Stanford
Bills,Shaq,Lawson,LE,90,77,82,87,85,78,70,45,26,22,6,6,6,6,20,19,45,45,84,83,9,84,80,84,32,29,35,40,27,26,78,74,60,80,82,70,56,61,17,17,8,83,22,17,6,6,75,263,2,10200000,5600000,6/17/1994,Right,Clemson
